,,,,Content_Type,Sentiment,,Datetime,Time,Interval,,
,,,,GIF,neutral,,4:44:00 PM,4:44:00 PM,Afternoon,,
,,,,GIF,neutral,,11:48:00 AM,11:48:00 AM,Afternoon,,
,,,,GIF,positive,,3:15:00 AM,3:15:00 AM,Late Night,,
,,,,GIF,neutral,,8:07:00 PM,8:07:00 PM,Evening,,
,,,,GIF,positive,,8:58:00 AM,8:58:00 AM,Morning,,
,,,,GIF,positive,,4:15:00 PM,4:15:00 PM,Afternoon,,
,,,,GIF,positive,,9:35:00 PM,9:35:00 PM,Evening,,
,,,,GIF,neutral,,5:28:00 AM,5:28:00 AM,Late Night,,
,,,,GIF,positive,,9:27:00 AM,9:27:00 AM,Morning,,
,,,,GIF,neutral,,9:15:00 AM,9:15:00 AM,Morning,,
,,,,GIF,positive,,5:32:00 PM,5:32:00 PM,Evening,,
,,,,GIF,neutral,,6:54:00 AM,6:54:00 AM,Morning,,
,,,,GIF,positive,,2:13:00 PM,2:13:00 PM,Afternoon,,
,,,,GIF,neutral,,2:51:00 PM,2:51:00 PM,Afternoon,,
,,,,GIF,neutral,,6:58:00 PM,6:58:00 PM,Evening,,
,,,,GIF,positive,,9:48:00 PM,9:48:00 PM,Evening,,
,,,,GIF,positive,,2:17:00 PM,2:17:00 PM,Afternoon,,
,,,,GIF,positive,,9:40:00 AM,9:40:00 AM,Morning,,
,,,,GIF,neutral,,12:21:00 AM,12:21:00 AM,Late Night,,
,,,,GIF,neutral,,3:52:00 PM,3:52:00 PM,Afternoon,,
,,,,GIF,positive,,5:59:00 PM,5:59:00 PM,Evening,,
,,,,GIF,positive,,12:31:00 AM,12:31:00 AM,Late Night,,
,,,,GIF,positive,,11:18:00 AM,11:18:00 AM,Afternoon,,
,,,,GIF,neutral,,11:22:00 PM,11:22:00 PM,Night,,
,,,,GIF,neutral,,11:15:00 PM,11:15:00 PM,Night,,
,,,,GIF,positive,,7:53:00 AM,7:53:00 AM,Morning,,
,,,,GIF,positive,,1:37:00 AM,1:37:00 AM,Late Night,,
,,,,GIF,neutral,,3:02:00 PM,3:02:00 PM,Afternoon,,
,,,,GIF,positive,,11:34:00 AM,11:34:00 AM,Afternoon,,
,,,,GIF,positive,,3:07:00 PM,3:07:00 PM,Afternoon,,
,,,,GIF,neutral,,8:25:00 PM,8:25:00 PM,Evening,,
,,,,GIF,neutral,,3:04:00 PM,3:04:00 PM,Afternoon,,
,,,,GIF,positive,,7:24:00 AM,7:24:00 AM,Morning,,
,,,,GIF,neutral,,9:04:00 PM,9:04:00 PM,Evening,,
,,,,GIF,neutral,,10:40:00 AM,10:40:00 AM,Morning,,
,,,,GIF,neutral,,9:44:00 AM,9:44:00 AM,Morning,,
,,,,GIF,neutral,,1:36:00 AM,1:36:00 AM,Late Night,,
,,,,GIF,positive,,1:28:00 PM,1:28:00 PM,Afternoon,,
,,,,GIF,positive,,6:39:00 AM,6:39:00 AM,Morning,,
,,,,GIF,positive,,8:24:00 PM,8:24:00 PM,Evening,,
,,,,GIF,positive,,3:14:00 AM,3:14:00 AM,Late Night,,
,,,,GIF,neutral,,7:26:00 PM,7:26:00 PM,Evening,,
,,,,GIF,neutral,,6:03:00 PM,6:03:00 PM,Evening,,
,,,,GIF,neutral,,7:14:00 PM,7:14:00 PM,Evening,,
,,,,GIF,positive,,5:14:00 AM,5:14:00 AM,Late Night,,
,,,,GIF,neutral,,12:23:00 PM,12:23:00 PM,Afternoon,,
,,,,GIF,positive,,2:29:00 PM,2:29:00 PM,Afternoon,,
,,,,GIF,positive,,9:50:00 AM,9:50:00 AM,Morning,,
,,,,GIF,neutral,,2:03:00 PM,2:03:00 PM,Afternoon,,
,,,,GIF,neutral,,8:27:00 PM,8:27:00 PM,Evening,,
,,,,GIF,neutral,,4:27:00 PM,4:27:00 PM,Afternoon,,
,,,,GIF,neutral,,3:22:00 PM,3:22:00 PM,Afternoon,,
,,,,GIF,neutral,,2:08:00 PM,2:08:00 PM,Afternoon,,
,,,,GIF,positive,,4:51:00 PM,4:51:00 PM,Afternoon,,
,,,,GIF,positive,,3:42:00 PM,3:42:00 PM,Afternoon,,
,,,,GIF,positive,,4:07:00 PM,4:07:00 PM,Afternoon,,
,,,,GIF,positive,,10:55:00 PM,10:55:00 PM,Night,,
,,,,GIF,positive,,10:26:00 AM,10:26:00 AM,Morning,,
,,,,GIF,neutral,,2:05:00 PM,2:05:00 PM,Afternoon,,
,,,,GIF,positive,,3:48:00 PM,3:48:00 PM,Afternoon,,
,,,,GIF,neutral,,6:22:00 AM,6:22:00 AM,Morning,,
,,,,GIF,neutral,,10:04:00 AM,10:04:00 AM,Morning,,
,,,,GIF,neutral,,9:40:00 AM,9:40:00 AM,Morning,,
,,,,GIF,neutral,,5:11:00 AM,5:11:00 AM,Late Night,,
,,,,GIF,neutral,,11:26:00 PM,11:26:00 PM,Night,,
,,,,GIF,positive,,5:42:00 AM,5:42:00 AM,Late Night,,
,,,,GIF,positive,,10:33:00 PM,10:33:00 PM,Night,,
,,,,GIF,neutral,,8:29:00 AM,8:29:00 AM,Morning,,
,,,,GIF,neutral,,6:59:00 AM,6:59:00 AM,Morning,,
,,,,GIF,positive,,7:15:00 PM,7:15:00 PM,Evening,,
,,,,GIF,neutral,,7:26:00 PM,7:26:00 PM,Evening,,
,,,,GIF,positive,,9:23:00 AM,9:23:00 AM,Morning,,
,,,,GIF,neutral,,8:05:00 AM,8:05:00 AM,Morning,,
,,,,GIF,positive,,4:27:00 AM,4:27:00 AM,Late Night,,
,,,,GIF,neutral,,12:59:00 AM,12:59:00 AM,Late Night,,
,,,,GIF,neutral,,3:36:00 AM,3:36:00 AM,Late Night,,
,,,,GIF,neutral,,6:18:00 PM,6:18:00 PM,Evening,,
,,,,GIF,positive,,4:54:00 PM,4:54:00 PM,Afternoon,,
,,,,GIF,neutral,,5:07:00 AM,5:07:00 AM,Late Night,,
,,,,GIF,neutral,,10:54:00 AM,10:54:00 AM,Morning,,
,,,,GIF,positive,,11:53:00 AM,11:53:00 AM,Afternoon,,
,,,,GIF,neutral,,9:41:00 PM,9:41:00 PM,Evening,,
,,,,GIF,positive,,7:48:00 PM,7:48:00 PM,Evening,,
,,,,GIF,positive,,2:27:00 PM,2:27:00 PM,Afternoon,,
,,,,GIF,positive,,6:17:00 PM,6:17:00 PM,Evening,,
,,,,GIF,positive,,1:05:00 AM,1:05:00 AM,Late Night,,
,,,,GIF,positive,,4:36:00 AM,4:36:00 AM,Late Night,,
,,,,GIF,negative,,7:19:00 PM,7:19:00 PM,Evening,,
,,,,GIF,positive,,3:51:00 AM,3:51:00 AM,Late Night,,
,,,,GIF,negative,,2:55:00 AM,2:55:00 AM,Late Night,,
,,,,GIF,negative,,9:16:00 PM,9:16:00 PM,Evening,,
,,,,GIF,positive,,2:15:00 PM,2:15:00 PM,Afternoon,,
,,,,GIF,negative,,2:54:00 PM,2:54:00 PM,Afternoon,,
,,,,GIF,negative,,5:45:00 PM,5:45:00 PM,Evening,,
,,,,GIF,negative,,6:49:00 AM,6:49:00 AM,Morning,,
,,,,GIF,positive,,8:53:00 AM,8:53:00 AM,Morning,,
,,,,GIF,negative,,1:00:00 PM,1:00:00 PM,Afternoon,,
,,,,GIF,negative,,3:48:00 PM,3:48:00 PM,Afternoon,,
,,,,GIF,positive,,12:14:00 PM,12:14:00 PM,Afternoon,,
,,,,GIF,positive,,2:49:00 AM,2:49:00 AM,Late Night,,
,,,,GIF,positive,,10:16:00 PM,10:16:00 PM,Night,,
,,,,GIF,positive,,4:33:00 PM,4:33:00 PM,Afternoon,,
,,,,GIF,positive,,7:46:00 PM,7:46:00 PM,Evening,,
,,,,GIF,negative,,12:34:00 AM,12:34:00 AM,Late Night,,
,,,,GIF,negative,,7:01:00 PM,7:01:00 PM,Evening,,
,,,,GIF,negative,,2:34:00 PM,2:34:00 PM,Afternoon,,
,,,,GIF,negative,,1:29:00 PM,1:29:00 PM,Afternoon,,
,,,,GIF,positive,,1:31:00 PM,1:31:00 PM,Afternoon,,
,,,,GIF,positive,,10:35:00 AM,10:35:00 AM,Morning,,
,,,,GIF,negative,,3:28:00 PM,3:28:00 PM,Afternoon,,
,,,,GIF,positive,,3:10:00 PM,3:10:00 PM,Afternoon,,
,,,,GIF,negative,,9:01:00 PM,9:01:00 PM,Evening,,
,,,,GIF,negative,,8:23:00 AM,8:23:00 AM,Morning,,
,,,,GIF,positive,,1:14:00 AM,1:14:00 AM,Late Night,,
,,,,GIF,positive,,10:30:00 AM,10:30:00 AM,Morning,,
,,,,GIF,negative,,8:28:00 PM,8:28:00 PM,Evening,,
,,,,GIF,positive,,3:40:00 PM,3:40:00 PM,Afternoon,,
,,,,GIF,negative,,3:33:00 AM,3:33:00 AM,Late Night,,
,,,,GIF,negative,,1:20:00 PM,1:20:00 PM,Afternoon,,
,,,,GIF,negative,,4:47:00 PM,4:47:00 PM,Afternoon,,
,,,,GIF,positive,,9:56:00 AM,9:56:00 AM,Morning,,
,,,,GIF,negative,,7:23:00 AM,7:23:00 AM,Morning,,
,,,,GIF,positive,,6:42:00 PM,6:42:00 PM,Evening,,
,,,,GIF,positive,,1:37:00 PM,1:37:00 PM,Afternoon,,
,,,,GIF,positive,,3:34:00 AM,3:34:00 AM,Late Night,,
,,,,GIF,negative,,2:33:00 AM,2:33:00 AM,Late Night,,
,,,,GIF,positive,,4:01:00 PM,4:01:00 PM,Afternoon,,
,,,,GIF,positive,,10:30:00 PM,10:30:00 PM,Night,,
,,,,GIF,positive,,6:05:00 PM,6:05:00 PM,Evening,,
,,,,GIF,negative,,6:40:00 PM,6:40:00 PM,Evening,,
,,,,GIF,positive,,3:13:00 AM,3:13:00 AM,Late Night,,
,,,,GIF,positive,,9:10:00 AM,9:10:00 AM,Morning,,
,,,,GIF,positive,,5:41:00 AM,5:41:00 AM,Late Night,,
,,,,GIF,positive,,11:49:00 PM,11:49:00 PM,Night,,
,,,,GIF,positive,,11:44:00 AM,11:44:00 AM,Afternoon,,
,,,,GIF,positive,,4:59:00 AM,4:59:00 AM,Late Night,,
,,,,GIF,positive,,9:20:00 AM,9:20:00 AM,Morning,,
,,,,GIF,positive,,2:52:00 AM,2:52:00 AM,Late Night,,
,,,,GIF,positive,,2:19:00 PM,2:19:00 PM,Afternoon,,
,,,,GIF,positive,,11:40:00 PM,11:40:00 PM,Night,,
,,,,GIF,positive,,7:23:00 AM,7:23:00 AM,Morning,,
,,,,GIF,positive,,11:26:00 PM,11:26:00 PM,Night,,
,,,,GIF,positive,,3:33:00 AM,3:33:00 AM,Late Night,,
,,,,GIF,positive,,9:17:00 AM,9:17:00 AM,Morning,,
,,,,GIF,positive,,2:49:00 AM,2:49:00 AM,Late Night,,
,,,,GIF,positive,,4:02:00 AM,4:02:00 AM,Late Night,,
,,,,GIF,positive,,12:54:00 AM,12:54:00 AM,Late Night,,
,,,,GIF,negative,,8:33:00 PM,8:33:00 PM,Evening,,
,,,,GIF,positive,,12:54:00 PM,12:54:00 PM,Afternoon,,
,,,,GIF,positive,,10:42:00 PM,10:42:00 PM,Night,,
,,,,GIF,positive,,8:05:00 AM,8:05:00 AM,Morning,,
,,,,GIF,negative,,5:30:00 PM,5:30:00 PM,Evening,,
,,,,GIF,positive,,7:02:00 PM,7:02:00 PM,Evening,,
,,,,GIF,positive,,5:19:00 AM,5:19:00 AM,Late Night,,
,,,,GIF,positive,,7:24:00 AM,7:24:00 AM,Morning,,
,,,,GIF,negative,,6:12:00 AM,6:12:00 AM,Morning,,
,,,,GIF,positive,,8:37:00 PM,8:37:00 PM,Evening,,
,,,,GIF,positive,,1:38:00 PM,1:38:00 PM,Afternoon,,
,,,,GIF,negative,,12:02:00 AM,12:02:00 AM,Late Night,,
,,,,GIF,negative,,3:14:00 PM,3:14:00 PM,Afternoon,,
,,,,GIF,positive,,1:04:00 PM,1:04:00 PM,Afternoon,,
,,,,GIF,negative,,9:34:00 AM,9:34:00 AM,Morning,,
,,,,GIF,positive,,8:12:00 PM,8:12:00 PM,Evening,,
,,,,GIF,positive,,1:08:00 PM,1:08:00 PM,Afternoon,,
,,,,GIF,negative,,9:12:00 PM,9:12:00 PM,Evening,,
,,,,GIF,positive,,3:54:00 AM,3:54:00 AM,Late Night,,
,,,,GIF,positive,,5:20:00 PM,5:20:00 PM,Evening,,
,,,,GIF,positive,,1:51:00 PM,1:51:00 PM,Afternoon,,
,,,,GIF,negative,,5:46:00 AM,5:46:00 AM,Late Night,,
,,,,GIF,positive,,6:56:00 AM,6:56:00 AM,Morning,,
,,,,GIF,positive,,5:44:00 PM,5:44:00 PM,Evening,,
,,,,GIF,positive,,2:14:00 AM,2:14:00 AM,Late Night,,
,,,,GIF,negative,,12:13:00 PM,12:13:00 PM,Afternoon,,
,,,,GIF,positive,,11:03:00 PM,11:03:00 PM,Night,,
,,,,GIF,negative,,7:58:00 AM,7:58:00 AM,Morning,,
,,,,GIF,negative,,1:18:00 PM,1:18:00 PM,Afternoon,,
,,,,GIF,positive,,6:50:00 AM,6:50:00 AM,Morning,,
,,,,GIF,negative,,3:52:00 PM,3:52:00 PM,Afternoon,,
,,,,GIF,positive,,2:10:00 PM,2:10:00 PM,Afternoon,,
,,,,GIF,negative,,5:02:00 AM,5:02:00 AM,Late Night,,
,,,,GIF,positive,,11:19:00 AM,11:19:00 AM,Afternoon,,
,,,,GIF,negative,,5:55:00 PM,5:55:00 PM,Evening,,
,,,,GIF,positive,,12:22:00 PM,12:22:00 PM,Afternoon,,
,,,,GIF,positive,,5:29:00 AM,5:29:00 AM,Late Night,,
,,,,GIF,negative,,11:16:00 AM,11:16:00 AM,Afternoon,,
,,,,GIF,negative,,2:43:00 AM,2:43:00 AM,Late Night,,
,,,,GIF,negative,,5:06:00 AM,5:06:00 AM,Late Night,,
,,,,GIF,negative,,7:33:00 AM,7:33:00 AM,Morning,,
,,,,GIF,negative,,5:16:00 AM,5:16:00 AM,Late Night,,
,,,,GIF,negative,,5:52:00 AM,5:52:00 AM,Late Night,,
,,,,GIF,negative,,11:05:00 PM,11:05:00 PM,Night,,
,,,,GIF,negative,,1:30:00 PM,1:30:00 PM,Afternoon,,
,,,,GIF,negative,,4:54:00 PM,4:54:00 PM,Afternoon,,
,,,,GIF,negative,,2:16:00 AM,2:16:00 AM,Late Night,,
,,,,GIF,negative,,6:53:00 AM,6:53:00 AM,Morning,,
,,,,GIF,negative,,11:30:00 PM,11:30:00 PM,Night,,
,,,,GIF,negative,,12:45:00 AM,12:45:00 AM,Late Night,,
,,,,GIF,negative,,2:22:00 AM,2:22:00 AM,Late Night,,
,,,,GIF,negative,,10:21:00 PM,10:21:00 PM,Night,,
,,,,GIF,negative,,5:50:00 AM,5:50:00 AM,Late Night,,
,,,,GIF,negative,,9:49:00 PM,9:49:00 PM,Evening,,
,,,,GIF,negative,,11:05:00 AM,11:05:00 AM,Afternoon,,
,,,,GIF,negative,,12:31:00 AM,12:31:00 AM,Late Night,,
,,,,GIF,negative,,6:16:00 PM,6:16:00 PM,Evening,,
,,,,GIF,negative,,11:48:00 PM,11:48:00 PM,Night,,
,,,,GIF,negative,,9:12:00 AM,9:12:00 AM,Morning,,
,,,,GIF,negative,,6:08:00 PM,6:08:00 PM,Evening,,
,,,,GIF,negative,,5:00:00 AM,5:00:00 AM,Late Night,,
,,,,GIF,negative,,11:04:00 AM,11:04:00 AM,Afternoon,,
,,,,GIF,negative,,11:53:00 PM,11:53:00 PM,Night,,
,,,,GIF,negative,,6:23:00 PM,6:23:00 PM,Evening,,
,,,,GIF,negative,,2:20:00 AM,2:20:00 AM,Late Night,,
,,,,GIF,negative,,7:54:00 PM,7:54:00 PM,Evening,,
,,,,GIF,negative,,3:05:00 AM,3:05:00 AM,Late Night,,
,,,,GIF,negative,,9:16:00 PM,9:16:00 PM,Evening,,
,,,,GIF,negative,,11:17:00 AM,11:17:00 AM,Afternoon,,
,,,,GIF,negative,,1:16:00 AM,1:16:00 AM,Late Night,,
,,,,GIF,negative,,2:13:00 AM,2:13:00 AM,Late Night,,
,,,,GIF,negative,,11:07:00 PM,11:07:00 PM,Night,,
,,,,GIF,negative,,6:02:00 PM,6:02:00 PM,Evening,,
,,,,GIF,negative,,3:39:00 AM,3:39:00 AM,Late Night,,
,,,,GIF,negative,,4:26:00 AM,4:26:00 AM,Late Night,,
,,,,GIF,negative,,4:06:00 PM,4:06:00 PM,Afternoon,,
,,,,GIF,negative,,11:00:00 AM,11:00:00 AM,Afternoon,,
,,,,GIF,negative,,8:52:00 AM,8:52:00 AM,Morning,,
,,,,GIF,negative,,7:16:00 PM,7:16:00 PM,Evening,,
,,,,GIF,negative,,11:38:00 AM,11:38:00 AM,Afternoon,,
,,,,GIF,negative,,5:34:00 PM,5:34:00 PM,Evening,,
,,,,GIF,negative,,5:17:00 AM,5:17:00 AM,Late Night,,
,,,,GIF,negative,,1:39:00 PM,1:39:00 PM,Afternoon,,
,,,,GIF,negative,,3:25:00 PM,3:25:00 PM,Afternoon,,
,,,,GIF,negative,,4:51:00 PM,4:51:00 PM,Afternoon,,
,,,,GIF,negative,,4:24:00 AM,4:24:00 AM,Late Night,,
,,,,GIF,negative,,12:25:00 AM,12:25:00 AM,Late Night,,
,,,,GIF,negative,,1:28:00 AM,1:28:00 AM,Late Night,,
,,,,GIF,negative,,1:06:00 AM,1:06:00 AM,Late Night,,
,,,,GIF,negative,,12:04:00 PM,12:04:00 PM,Afternoon,,
,,,,GIF,negative,,8:55:00 PM,8:55:00 PM,Evening,,
,,,,GIF,negative,,2:46:00 AM,2:46:00 AM,Late Night,,
,,,,GIF,negative,,10:32:00 PM,10:32:00 PM,Night,,
,,,,GIF,negative,,12:03:00 AM,12:03:00 AM,Late Night,,
,,,,GIF,negative,,9:25:00 PM,9:25:00 PM,Evening,,
,,,,GIF,negative,,4:18:00 PM,4:18:00 PM,Afternoon,,
,,,,GIF,negative,,11:03:00 AM,11:03:00 AM,Afternoon,,
,,,,GIF,negative,,11:57:00 AM,11:57:00 AM,Afternoon,,
,,,,GIF,negative,,8:10:00 AM,8:10:00 AM,Morning,,
,,,,GIF,negative,,10:27:00 AM,10:27:00 AM,Morning,,
,,,,GIF,negative,,8:52:00 PM,8:52:00 PM,Evening,,
,,,,GIF,negative,,7:43:00 AM,7:43:00 AM,Morning,,
,,,,GIF,negative,,4:46:00 AM,4:46:00 AM,Late Night,,
,,,,GIF,negative,,10:00:00 PM,10:00:00 PM,Evening,,
,,,,GIF,negative,,10:31:00 PM,10:31:00 PM,Night,,
,,,,GIF,negative,,10:54:00 PM,10:54:00 PM,Night,,
,,,,GIF,negative,,1:15:00 PM,1:15:00 PM,Afternoon,,
,,,,GIF,negative,,10:43:00 AM,10:43:00 AM,Morning,,
,,,,GIF,negative,,11:36:00 AM,11:36:00 AM,Afternoon,,
,,,,GIF,negative,,6:56:00 AM,6:56:00 AM,Morning,,
,,,,GIF,negative,,7:33:00 AM,7:33:00 AM,Morning,,
,,,,GIF,negative,,12:00:00 PM,12:00:00 PM,Afternoon,,
,,,,GIF,negative,,6:05:00 PM,6:05:00 PM,Evening,,
,,,,GIF,negative,,10:37:00 AM,10:37:00 AM,Morning,,
,,,,GIF,negative,,6:05:00 PM,6:05:00 PM,Evening,,
,,,,GIF,negative,,6:04:00 PM,6:04:00 PM,Evening,,
,,,,GIF,negative,,5:50:00 PM,5:50:00 PM,Evening,,
,,,,GIF,negative,,4:21:00 AM,4:21:00 AM,Late Night,,
,,,,GIF,negative,,5:32:00 AM,5:32:00 AM,Late Night,,
,,,,GIF,positive,,9:49:00 AM,9:49:00 AM,Morning,,
,,,,GIF,positive,,10:36:00 AM,10:36:00 AM,Morning,,
,,,,GIF,negative,,12:44:00 AM,12:44:00 AM,Late Night,,
,,,,GIF,neutral,,5:37:00 AM,5:37:00 AM,Late Night,,
,,,,GIF,negative,,2:44:00 AM,2:44:00 AM,Late Night,,
,,,,GIF,negative,,7:34:00 AM,7:34:00 AM,Morning,,
,,,,GIF,neutral,,10:00:00 AM,10:00:00 AM,Morning,,
,,,,GIF,positive,,3:30:00 PM,3:30:00 PM,Afternoon,,
,,,,GIF,negative,,3:44:00 PM,3:44:00 PM,Afternoon,,
,,,,GIF,neutral,,11:43:00 AM,11:43:00 AM,Afternoon,,
,,,,GIF,negative,,10:33:00 AM,10:33:00 AM,Morning,,
,,,,GIF,negative,,6:05:00 PM,6:05:00 PM,Evening,,
,,,,GIF,positive,,3:56:00 AM,3:56:00 AM,Late Night,,
,,,,GIF,positive,,9:36:00 AM,9:36:00 AM,Morning,,
,,,,GIF,negative,,9:06:00 AM,9:06:00 AM,Morning,,
,,,,GIF,neutral,,9:31:00 PM,9:31:00 PM,Evening,,
,,,,GIF,negative,,8:54:00 PM,8:54:00 PM,Evening,,
,,,,GIF,negative,,5:33:00 PM,5:33:00 PM,Evening,,
,,,,GIF,negative,,3:13:00 AM,3:13:00 AM,Late Night,,
,,,,GIF,neutral,,3:45:00 PM,3:45:00 PM,Afternoon,,
,,,,GIF,positive,,3:33:00 AM,3:33:00 AM,Late Night,,
,,,,GIF,negative,,7:40:00 AM,7:40:00 AM,Morning,,
,,,,GIF,negative,,3:22:00 AM,3:22:00 AM,Late Night,,
,,,,GIF,negative,,2:32:00 AM,2:32:00 AM,Late Night,,
,,,,GIF,positive,,5:15:00 PM,5:15:00 PM,Evening,,
,,,,GIF,negative,,3:01:00 AM,3:01:00 AM,Late Night,,
,,,,GIF,negative,,6:42:00 AM,6:42:00 AM,Morning,,
,,,,GIF,positive,,12:04:00 AM,12:04:00 AM,Late Night,,
,,,,GIF,positive,,10:06:00 PM,10:06:00 PM,Night,,
,,,,GIF,negative,,4:45:00 PM,4:45:00 PM,Afternoon,,
,,,,GIF,positive,,1:49:00 PM,1:49:00 PM,Afternoon,,
,,,,GIF,negative,,5:53:00 AM,5:53:00 AM,Late Night,,
,,,,GIF,negative,,11:39:00 AM,11:39:00 AM,Afternoon,,
,,,,GIF,negative,,9:25:00 PM,9:25:00 PM,Evening,,
,,,,GIF,positive,,6:46:00 AM,6:46:00 AM,Morning,,
,,,,GIF,positive,,12:08:00 PM,12:08:00 PM,Afternoon,,
,,,,GIF,neutral,,5:40:00 AM,5:40:00 AM,Late Night,,
,,,,GIF,positive,,10:04:00 PM,10:04:00 PM,Night,,
,,,,GIF,neutral,,3:16:00 AM,3:16:00 AM,Late Night,,
,,,,GIF,negative,,10:52:00 AM,10:52:00 AM,Morning,,
,,,,GIF,negative,,4:08:00 PM,4:08:00 PM,Afternoon,,
,,,,GIF,neutral,,9:59:00 PM,9:59:00 PM,Evening,,
,,,,GIF,negative,,2:06:00 AM,2:06:00 AM,Late Night,,
,,,,GIF,negative,,8:34:00 PM,8:34:00 PM,Evening,,
,,,,GIF,negative,,4:56:00 PM,4:56:00 PM,Afternoon,,
,,,,GIF,neutral,,10:23:00 PM,10:23:00 PM,Night,,
,,,,GIF,neutral,,7:00:00 AM,7:00:00 AM,Morning,,
,,,,GIF,neutral,,4:35:00 PM,4:35:00 PM,Afternoon,,
,,,,GIF,positive,,12:03:00 AM,12:03:00 AM,Late Night,,
,,,,GIF,negative,,3:55:00 AM,3:55:00 AM,Late Night,,
,,,,GIF,positive,,11:04:00 AM,11:04:00 AM,Afternoon,,
,,,,GIF,neutral,,12:06:00 PM,12:06:00 PM,Afternoon,,
,,,,GIF,positive,,9:45:00 AM,9:45:00 AM,Morning,,
,,,,GIF,negative,,10:55:00 PM,10:55:00 PM,Night,,
,,,,GIF,negative,,7:26:00 PM,7:26:00 PM,Evening,,
,,,,GIF,neutral,,9:11:00 AM,9:11:00 AM,Morning,,
,,,,GIF,negative,,11:42:00 AM,11:42:00 AM,Afternoon,,
,,,,GIF,neutral,,8:02:00 PM,8:02:00 PM,Evening,,
,,,,GIF,negative,,7:21:00 AM,7:21:00 AM,Morning,,
,,,,GIF,negative,,9:32:00 AM,9:32:00 AM,Morning,,
,,,,GIF,positive,,10:29:00 AM,10:29:00 AM,Morning,,
,,,,GIF,negative,,6:06:00 PM,6:06:00 PM,Evening,,
,,,,GIF,negative,,12:17:00 AM,12:17:00 AM,Late Night,,
,,,,GIF,neutral,,2:40:00 PM,2:40:00 PM,Afternoon,,
,,,,GIF,positive,,4:57:00 AM,4:57:00 AM,Late Night,,
,,,,GIF,positive,,8:55:00 AM,8:55:00 AM,Morning,,
,,,,GIF,negative,,6:28:00 PM,6:28:00 PM,Evening,,
,,,,GIF,positive,,9:46:00 AM,9:46:00 AM,Morning,,
,,,,GIF,positive,,10:55:00 PM,10:55:00 PM,Night,,
,,,,GIF,positive,,11:37:00 PM,11:37:00 PM,Night,,
,,,,GIF,negative,,11:18:00 PM,11:18:00 PM,Night,,
,,,,GIF,negative,,1:38:00 PM,1:38:00 PM,Afternoon,,
,,,,GIF,positive,,9:53:00 PM,9:53:00 PM,Evening,,
,,,,GIF,positive,,4:31:00 AM,4:31:00 AM,Late Night,,
,,,,GIF,negative,,6:50:00 AM,6:50:00 AM,Morning,,
,,,,GIF,positive,,7:51:00 AM,7:51:00 AM,Morning,,
,,,,GIF,negative,,5:52:00 AM,5:52:00 AM,Late Night,,
,,,,GIF,neutral,,10:46:00 AM,10:46:00 AM,Morning,,
,,,,GIF,positive,,1:06:00 AM,1:06:00 AM,Late Night,,
,,,,GIF,neutral,,10:16:00 PM,10:16:00 PM,Night,,
,,,,GIF,neutral,,4:56:00 AM,4:56:00 AM,Late Night,,
,,,,GIF,negative,,1:01:00 AM,1:01:00 AM,Late Night,,
,,,,GIF,positive,,4:14:00 PM,4:14:00 PM,Afternoon,,
,,,,GIF,negative,,9:46:00 PM,9:46:00 PM,Evening,,
,,,,GIF,negative,,11:32:00 AM,11:32:00 AM,Afternoon,,
,,,,GIF,negative,,3:10:00 AM,3:10:00 AM,Late Night,,
,,,,GIF,negative,,6:35:00 AM,6:35:00 AM,Morning,,
,,,,GIF,negative,,10:13:00 PM,10:13:00 PM,Night,,
,,,,GIF,negative,,4:09:00 PM,4:09:00 PM,Afternoon,,
,,,,GIF,positive,,12:51:00 AM,12:51:00 AM,Late Night,,
,,,,GIF,positive,,12:07:00 AM,12:07:00 AM,Late Night,,
,,,,GIF,positive,,11:08:00 PM,11:08:00 PM,Night,,
,,,,GIF,neutral,,7:08:00 AM,7:08:00 AM,Morning,,
,,,,GIF,neutral,,7:33:00 PM,7:33:00 PM,Evening,,
,,,,GIF,positive,,11:00:00 AM,11:00:00 AM,Afternoon,,
,,,,GIF,positive,,12:40:00 PM,12:40:00 PM,Afternoon,,
,,,,GIF,positive,,3:14:00 AM,3:14:00 AM,Late Night,,
,,,,GIF,positive,,1:46:00 AM,1:46:00 AM,Late Night,,
,,,,GIF,positive,,3:40:00 AM,3:40:00 AM,Late Night,,
,,,,GIF,positive,,1:38:00 PM,1:38:00 PM,Afternoon,,
,,,,GIF,positive,,1:17:00 PM,1:17:00 PM,Afternoon,,
,,,,GIF,positive,,12:15:00 PM,12:15:00 PM,Afternoon,,
,,,,GIF,positive,,7:51:00 AM,7:51:00 AM,Morning,,
,,,,GIF,positive,,3:22:00 PM,3:22:00 PM,Afternoon,,
,,,,GIF,positive,,3:12:00 AM,3:12:00 AM,Late Night,,
,,,,GIF,positive,,6:29:00 PM,6:29:00 PM,Evening,,
,,,,GIF,positive,,12:12:00 PM,12:12:00 PM,Afternoon,,
,,,,GIF,positive,,5:33:00 AM,5:33:00 AM,Late Night,,
,,,,GIF,positive,,3:13:00 AM,3:13:00 AM,Late Night,,
,,,,GIF,positive,,3:25:00 AM,3:25:00 AM,Late Night,,
,,,,GIF,positive,,4:21:00 PM,4:21:00 PM,Afternoon,,
,,,,GIF,positive,,8:07:00 AM,8:07:00 AM,Morning,,
